Word,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Freq_dom_PoS_SUBTLEX
addictive,Adjective,1,Adjective,57,57
addictiveness,Noun,1,Noun,2,2
addicts,Noun,1,Noun,106,106
adding,Verb,0.9,Verb.Adjective.Noun,185.16.4,185
addio,Noun,1,Noun,4,4
addis,Name,1,Name,10,10
addison,Name,1,Name,91,91
addition,Preposition,0.47,Preposition.Noun.Adverb,185.148.59,185
additional,Adjective,1,Adjective,300,300
additionally,Adverb,1,Adverb,16,16
additions,Noun,1,Noun,11,11
additive,Adjective,1,Adjective,11,11
additives,Noun,1,Noun,10,10
addle,Verb,1,Verb,8,8
addled,Adjective,0.82,Adjective.Verb,9.2,9
addlepated,Verb,1,Verb,2,2
addling,Verb,1,Verb,1,1
addr,Noun,1,Noun,2,2
address,Noun,0.86,Noun.Verb,2299.359,2299
addressed,Verb,0.99,Verb.Adjective,191.1,191
addressee,Noun,1,Noun,6,6
addresser,Name,1,Name,2,2
addresses,Noun,0.79,Noun.Verb,128.34,128
addressing,Verb,1,Verb,107,107
adds,Verb,1,Verb,201,201
adduce,Verb,1,Verb,1,1
adduced,Verb,1,Verb,1,1
adductor,Noun,1,Noun,1,1
ade,Name,0.93,Name.Noun,14.1,14
adelante,Noun,1,Noun,1,1
aden,Name,1,Name,6,6
adenia,Name,1,Name,1,1
adenine,Name,1,Name,2,2
adenocarcinoma,Noun,1,Noun,1,1
adenoid,Name,0.8,Name.Noun,4.1,4
adenoidal,Adjective,1,Adjective,1,1
adenoids,Noun,1,Noun,11,11
adenoma,Noun,1,Noun,1,1
adenopathy,Noun,1,Noun,1,1
adenosine,Noun,0.83,Noun.Verb,5.1,5
adept,Adjective,1,Adjective,33,33
adeptness,Noun,1,Noun,1,1
adepts,Noun,1,Noun,2,2
adequacy,Noun,1,Noun,1,1
adequate,Adjective,1,Adjective,134,134
adequately,Adverb,1,Adverb,27,27
adeste,Name,1,Name,3,3
adhere,Verb,1,Verb,29,29
adhered,Verb,1,Verb,6,6
adherence,Noun,1,Noun,9,9
adherent,Noun,1,Noun,3,3
adherents,Noun,1,Noun,1,1
adheres,Verb,1,Verb,3,3
adhering,Verb,1,Verb,9,9
adhesion,Noun,1,Noun,6,6
adhesions,Noun,1,Noun,7,7
adhesive,Noun,0.51,Noun.Adjective,24.23,24
adhesives,Noun,1,Noun,1,1
adiabatic,Adjective,1,Adjective,1,1
adieu,Interjection,0.69,Interjection.Noun,65.29,65
adieus,Noun,1,Noun,1,1
adios,Noun,0.95,Noun.Name,148.8,148
adipocere,Noun,0.83,Noun.Adjective,5.1,5
adipose,Verb,1,Verb,4,4
adiposity,Noun,1,Noun,1,1
adjacencies,Noun,1,Noun,1,1
adjacent,Adjective,0.54,Adjective.Preposition,37.31,37
adjective,Noun,1,Noun,25,25
adjectives,Noun,1,Noun,25,25
adjoined,Adjective,1,Adjective,1,1
adjoining,Adjective,0.57,Adjective.Verb.Noun,32.17.7,32
adjoins,Verb,1,Verb,5,5
adjoints,Verb,1,Verb,1,1
adjourn,Verb,0.95,Verb.Noun,63.3,63
adjourned,Verb,1,Verb,249,249
adjourning,Verb,1,Verb,2,2
adjournment,Noun,1,Noun,11,11
adjourns,Verb,0.5,Verb.Noun,1.1,1
adjudge,Verb,1,Verb,1,1
adjudged,Verb,1,Verb,3,3
adjudicate,Verb,0.8,Verb.Noun,4.1,4
adjudicated,Verb,1,Verb,6,6
adjudicating,Verb,1,Verb,1,1
adjudication,Noun,1,Noun,9,9
adjudicator,Noun,1,Noun,4,4
adjunct,Noun,1,Noun,7,7
adjure,Verb,1,Verb,1,1
adjust,Verb,1,Verb,287,287
adjustability,Noun,1,Noun,1,1
adjustable,Adjective,1,Adjective,16,16
adjusted,Verb,0.92,Verb.Adjective,84.7,84
adjuster,Noun,1,Noun,20,20
adjusters,Noun,1,Noun,7,7
adjusting,Verb,0.98,Verb.Noun.Adjective,118.2.1,118
adjustment,Noun,1,Noun,157,157
adjustments,Noun,1,Noun,71,71
adjustor,Noun,1,Noun,4,4
adjusts,Verb,1,Verb,9,9
adjutant,Noun,1,Noun,45,45
adjutants,Noun,1,Noun,1,1
adjuvant,Adjective,1,Adjective,1,1
adm,Name,1,Name,47,47
admin,Noun,0.77,Noun.Name,17.5,17
administer,Verb,1,Verb,85,85
administered,Verb,1,Verb,77,77
administerial,Adjective,1,Adjective,1,1
administering,Verb,1,Verb,24,24
administers,Verb,1,Verb,6,6
administrate,Verb,0.5,Verb.Adjective,1.1,1
administrates,Verb,1,Verb,1,1
administration,Noun,1,Noun,387,387
administrations,Noun,1,Noun,16,16
administrative,Adjective,1,Adjective,82,82
administrator,Noun,1,Noun,83,83
administrators,Noun,1,Noun,18,18
adminstration,Noun,1,Noun,1,1
admirable,Adjective,0.99,Adjective.Noun,132.1,132
admirably,Adverb,1,Adverb,21,21
admiral,Noun,1,Noun.Name,838.4,838
admirals,Noun,1,Noun,29,29
admiralty,Noun,1,Noun,34,34
admiration,Noun,1,Noun,107,107
admire,Verb,1,Verb,723,723
admired,Verb,0.95,Verb.Adjective,177.9,177
admirer,Noun,1,Noun,151,151
admirers,Noun,1,Noun,49,49
admires,Verb,1,Verb,26,26
admiring,Verb,0.82,Verb.Adjective,116.25,116
admissibility,Noun,1,Noun,4,4
admissible,Adjective,1,Adjective,37,37
admission,Noun,1,Noun,181,181
admissions,Noun,0.98,Noun.Verb.Name,109.1.1,109
admit,Verb,1,Verb,3015,3015
admits,Verb,1,Verb,105,105
admittance,Noun,1,Noun,34,34
admittances,Noun,1,Noun,2,2
admitted,Verb,0.98,Verb.Adjective,458.8,458
admittedly,Adverb,1,Adverb,47,47
admittee,Noun,1,Noun,1,1
admittible,Adjective,1,Adjective,1,1
admitting,Verb,0.83,Verb.Adjective,130.27,130
admixture,Noun,1,Noun,1,1
admonish,Verb,1,Verb,4,4
admonished,Verb,1,Verb,4,4
admonishing,Verb,1,Verb,2,2
admonishments,Noun,1,Noun,1,1
admonition,Noun,1,Noun,5,5
admonitions,Noun,1,Noun,1,1
adnexa,Noun,1,Noun,1,1
adnexal,Adjective,1,Adjective,2,2
ado,Noun,1,Noun,75,75
adobe,Noun,1,Noun,23,23
adolescence,Noun,1,Noun,44,44
adolescences,Noun,1,Noun,1,1
adolescent,Adjective,0.7,Adjective.Noun,66.28,66
adolescents,Noun,1,Noun,29,29
adolf,Name,1,Name,69,69
adolph,Name,0.74,Name.Noun,31.11,31
adonai,Noun,0.47,Noun.Adjective.Name,8.6.3,8
adonis,Noun,0.65,Noun.Name,13.7,13
adopt,Verb,1,Verb,237,237
adoptable,Adjective,1,Adjective,1,1
adopted,Verb,0.84,Verb.Adjective,363.69,363
adopter,Noun,1,Noun,1,1
adopting,Verb,0.98,Verb.Adjective,59.1,59
adoption,Noun,1,Noun,239,239
adoptions,Noun,1,Noun,7,7
adoptive,Adjective,1,Adjective,31,31
adopts,Verb,1,Verb,11,11
adorability,Noun,1,Noun,1,1
adorable,Adjective,0.99,Adjective.Name,526.6,526
adorableness,Noun,1,Noun,1,1
adorably,Adverb,1,Adverb,2,2
adoration,Noun,1,Noun,30,30
adore,Verb,1,Verb,387,387
adored,Verb,0.97,Verb.Adjective,121.4,121
adorers,Noun,1,Noun,1,1
adores,Verb,1,Verb,91,91
adoring,Adjective,0.91,Adjective.Verb,32.3,32
adoringly,Adverb,1,Adverb,3,3
adorn,Verb,1,Verb,8,8
adorned,Verb,1,Verb,8,8
adorning,Verb,1,Verb,2,2
adornment,Noun,1,Noun,4,4
adornments,Noun,1,Noun,2,2
adorns,Verb,1,Verb,3,3
adrenal,Adjective,1,Adjective,16,16
adrenalectomy,Noun,1,Noun,2,2
adrenalin,Noun,0.96,Noun.Name,27.1,27
adrenaline,Noun,0.75,Noun.Verb.Name,126.35.6,126
adrenals,Noun,1,Noun,4,4
adrenochrome,Noun,1,Noun,6,6
adriatic,Name,1,Name,9,9
adrift,Adjective,1,Adjective,51,51
adroit,Adjective,1,Adjective,6,6
adroitly,Adverb,1,Adverb,3,3
adroitness,Noun,1,Noun,1,1
adrop,Noun,1,Noun,1,1
ads,Noun,1,Noun,258,258
adulation,Noun,1,Noun,14,14
adult,Noun,0.9,Noun.Adjective,656.7,656
adulterant,Noun,1,Noun,1,1
adulterate,Verb,1,Verb,1,1
adulterated,Adjective,1,Adjective,1,1
adulterating,Verb,1,Verb,1,1
adulterer,Noun,0.8,Noun.Name.Adjective,16.2.2,16
adulterers,Noun,1,Noun,7,7
adulteress,Noun,0.92,Noun.Verb,11.1,11
adulterize,Verb,1,Verb,1,1
adulterous,Adjective,1,Adjective,17,17
adultery,Noun,1,Noun,99,99
adulthood,Noun,1,Noun,36,36
adults,Noun,1,Noun,491,491
adust,Verb,1,Verb,1,1
adv,Noun,1,Noun,1,1
advance,Noun,0.73,Noun.Verb.Adjective,592.215.7,592
advanced,Adjective,0.77,Adjective.Verb,346.105,346
advancement,Noun,1,Noun,63,63
advancements,Noun,1,Noun,8,8
advances,Noun,0.88,Noun.Verb,130.18,130
advancing,Adjective,0.55,Adjective.Verb,42.34,42
advantage,Noun,1,Noun.Verb,1121.2,1121
advantaged,Verb,0.5,Verb.Adjective,1.1,1
advantageous,Adjective,1,Adjective,20,20
advantages,Noun,1,Noun,144,144
advent,Noun,1,Noun,24,24
adventist,Adjective,0.68,Adjective.Noun,15.7,15
adventists,Noun,1,Noun,7,7
adventure,Noun,1,Noun.Name,684.2,684
adventurer,Noun,1,Noun,37,37
adventurers,Noun,1,Noun,11,11
adventures,Noun,1,Noun,184,184
adventuresome,Adjective,1,Adjective,3,3
adventuress,Noun,0.91,Noun.Verb,10.1,10
adventuring,Verb,0.75,Verb.Noun,3.1,3
adventurist,Noun,1,Noun,1,1
adventurous,Adjective,1,Adjective,62,62
adventurousness,Noun,1,Noun,1,1
adverb,Noun,1,Noun,10,10
adverbial,Adjective,1,Adjective,3,3
adverbs,Noun,1,Noun,5,5
adversarial,Adjective,1,Adjective,12,12
adversaries,Noun,1,Noun,31,31
adversary,Noun,1,Noun,77,77
adverse,Adjective,1,Adjective,36,36
adversely,Adverb,1,Adverb,11,11
adversities,Noun,1,Noun,3,3
adversity,Noun,1,Noun,54,54
advert,Noun,1,Noun,13,13
adverted,Verb,1,Verb,1,1
advertently,Adverb,1,Adverb,1,1
advertise,Verb,1,Verb,84,84
advertised,Verb,0.96,Verb.Adjective,50.2,50
advertisement,Noun,1,Noun,61,61
advertisements,Noun,1,Noun,25,25
advertiser,Noun,1,Noun,8,8
advertisers,Noun,1,Noun,24,24
advertises,Verb,1,Verb,7,7
advertising,Noun,0.9,Noun.Verb,339.39,339
adverts,Noun,1,Noun,4,4
advice,Noun,1,Noun,2447,2447
advices,Noun,1,Noun,3,3
advisable,Adjective,1,Adjective,40,40
advise,Verb,1,Verb,623,623
advised,Verb,1,Verb,267,267
advisedly,Adverb,1,Adverb,5,5
advisee,Noun,1,Noun,13,13
advisees,Noun,1,Noun,22,22
advisement,Noun,1,Noun,39,39
adviser,Noun,1,Noun,53,53
advisers,Noun,1,Noun,13,13
advises,Verb,1,Verb,24,24
advising,Verb,1,Verb,68,68
advisor,Noun,1,Noun.Name,224.1,224
advisories,Verb,0.5,Verb.Noun,1.1,1
advisors,Noun,1,Noun,66,66
advisory,Adjective,1,Adjective,51,51
advocaat,Verb,0.67,Verb.Noun,2.1,2
advocacy,Noun,1,Noun,15,15
advocate,Noun,0.66,Noun.Verb.Name,75.37.1,75
advocated,Verb,1,Verb,18,18
advocates,Noun,1,Noun,17,17
advocating,Verb,1,Verb,17,17
ae,Unclassified,1,Unclassified,8,8
aedes,Verb,1,Verb,1,1
aegean,Name,1,Name,19,19
aegis,Noun,0.8,Noun.Name,4.1,4
aegisthus,Noun,0.86,Noun.Name,6.1,6
aeneas,Name,1,Name,4,4
aeolian,Adjective,1,Adjective,1,1
aeon,Noun,1,Noun,25,25
aeons,Noun,1,Noun,1,1
aer,Noun,0.67,Noun.Name,2.1,2
aerate,Verb,1,Verb,1,1
aerating,Verb,1,Verb,1,1
aeration,Noun,1,Noun,1,1
aerial,Noun,0.87,Noun.Adjective,112.17,112
aerialist,Noun,1,Noun,1,1
aerials,Noun,1,Noun,9,9
aerie,Noun,1,Noun,1,1
aeries,Noun,1,Noun,1,1
aero,Noun,0.8,Noun.Name,4.1,4
aerobatics,Noun,1,Noun,1,1
aerobic,Adjective,1,Adjective,9,9
aerobically,Adverb,1,Adverb,2,2
aerobics,Noun,0.91,Noun.Name,71.7,71
aerodromes,Noun,1,Noun,1,1
aerodynamic,Adjective,1,Adjective,22,22
aerodynamically,Adverb,1,Adverb,3,3
aerodynamics,Noun,1,Noun,16,16
aerodyne,Name,1,Name,3,3
aeroelastic,Adjective,1,Adjective,2,2
aerofoils,Noun,1,Noun,1,1
aeron,Name,1,Name,1,1
aeronautical,Adjective,0.92,Adjective.Name,11.1,11
aeronautics,Noun,1,Noun,9,9
aeroplane,Noun,1,Noun,71,71
aeroplanes,Noun,1,Noun,9,9
aerosol,Noun,1,Noun,14,14
aerosolized,Adjective,0.67,Adjective.Verb,2.1,2
aerosols,Noun,1,Noun,1,1
aerospace,Noun,1,Noun,55,55
aery,Adjective,1,Adjective,1,1
aeschylus,Name,1,Name,4,4
aesir,Noun,1,Noun,2,2
aesop,Name,0.43,Name.Noun.Verb,6.5.3,6
aesthete,Noun,1,Noun,6,6
aesthetes,Noun,1,Noun,1,1
aesthetic,Adjective,1,Adjective,34,34
aesthetically,Adverb,1,Adverb,12,12
aesthetics,Noun,1,Noun,15,15
aet,Unclassified,1,Unclassified,5,5
af,Unclassified,1,Unclassified,31,31
afar,Adverb,1,Adverb,59,59
afb,Noun,0.5,Noun.Name,1.1,1
afd,Noun,0.5,Noun.Name,1.1,1
afeard,Noun,1,Noun,11,11
afeared,Verb,0.6,Verb.Adjective,3.2,3
afebrile,Noun,0.5,Noun.Adjective,2.2,2
afer,Verb,1,Verb,1,1
aff,Noun,0.6,Noun.Verb,3.2,3
affa,Noun,1,Noun,4,4
affability,Noun,1,Noun,4,4
affable,Adjective,1,Adjective,6,6
affably,Adverb,1,Adverb,2,2
affair,Noun,1,Noun,1502,1502
affaire,Noun,1,Noun,1,1
affaires,Noun,1,Noun,1,1
affairs,Noun,1,Noun.Verb,744.1,744
affect,Verb,0.95,Verb.Noun,543.26,543
affectation,Noun,1,Noun,7,7
affectations,Noun,1,Noun,2,2
affected,Verb,0.94,Verb.Adjective,322.22,322
affectedly,Adverb,1,Adverb,1,1
affecting,Verb,0.99,Verb.Adjective,129.1,129
affection,Noun,1,Noun,430,430
affectionate,Adjective,1,Adjective,112,112
affectionately,Adverb,1,Adverb,31,31
affections,Noun,1,Noun,61,61
affective,Adjective,1,Adjective,4,4
affectless,Adjective,1,Adjective,1,1
affects,Verb,0.99,Verb.Noun,243.2,243
affenpinscher,Noun,1,Noun,1,1
affianced,Verb,0.67,Verb.Adjective,2.1,2
affiant,Noun,1,Noun,1,1
affiche,Noun,1,Noun,1,1
afficionado,Noun,1,Noun,1,1
affidavit,Noun,1,Noun,100,100
affidavits,Noun,1,Noun,31,31
affiliate,Noun,1,Noun,15,15
affiliated,Verb,0.88,Verb.Adjective,35.5,35
affiliates,Noun,1,Noun,17,17
affiliation,Noun,1,Noun,25,25
affiliations,Noun,1,Noun,14,14
affinity,Noun,1,Noun,29,29
affirm,Verb,0.82,Verb.Noun,14.3,14
affirmation,Noun,1,Noun,27,27
affirmations,Noun,1,Noun,10,10
affirmative,Noun,0.66,Noun.Adjective,160.81,160
affirmatively,Adverb,1,Adverb,3,3
affirmed,Verb,1,Verb,7,7
affirming,Verb,1,Verb,3,3
affirms,Verb,1,Verb,2,2
affix,Verb,0.67,Verb.Noun,4.2,4
affixed,Verb,1,Verb,1,1
afflatus,Noun,1,Noun,1,1
afflict,Verb,0.75,Verb.Noun,3.1,3
afflicted,Adjective,0.52,Adjective.Verb,34.32,34
afflicting,Verb,1,Verb,6,6
affliction,Noun,1,Noun,60,60
afflictions,Noun,1,Noun,8,8
afflictive,Adjective,1,Adjective,1,1
afflicts,Verb,1,Verb,3,3
affluence,Noun,1,Noun,7,7
affluent,Adjective,1,Adjective,15,15
afford,Verb,1,Verb,2264,2264
affordability,Noun,1,Noun,1,1
affordable,Adjective,1,Adjective,33,33
afforded,Verb,1,Verb,27,27
affording,Verb,1,Verb,8,8
affords,Verb,1,Verb,14,14
affright,Noun,1,Noun,2,2
affront,Noun,1,Noun,30,30
affronted,Verb,1,Verb,2,2
afghan,Adjective,0.72,Adjective.Noun,21.8,21
afghani,Noun,1,Noun,6,6
afghanis,Noun,1,Noun,1,1
afghanistan,Name,0.99,Name.Noun,92.1,92
afghans,Noun,1,Noun,10,10
aficionado,Noun,1,Noun,11,11
aficionados,Noun,1,Noun,5,5
afield,Adverb,1,Adverb,6,6
afikomen,Noun,1,Noun,9,9
afire,Adjective,1,Adjective,25,25
aflame,Adjective,1,Adjective,17,17
afloat,Adjective,1,Adjective,85,85
aflutter,Verb,1,Verb,4,4
afoot,Adverb,0.85,Adverb.Adjective,44.8,44
afore,Conjunction,0.95,Conjunction.Preposition,18.1,18
aforehand,Adverb,1,Adverb,1,1
aforementioned,Adjective,1,Adjective,24,24
aforesaid,Adjective,1,Adjective,4,4
aforethought,Adjective,1,Adjective,3,3
afoul,Noun,1,Noun,11,11
afraid,Adjective,1,Adjective.Noun,12617.1,12617
afresh,Adverb,1,Adverb,13,13
africa,Name,1,Name.Noun,955.2,955
african,Adjective,0.98,Adjective.Noun,338.7,338
africans,Noun,1,Noun,54,54
afrikaans,Noun,1,Noun,3,3
afrikaner,Noun,0.5,Noun.Adjective,1.1,1
afro,Noun,0.79,Noun.Adjective,45.12,45
afros,Noun,1,Noun,3,3
aft,Adverb,0.55,Adverb.Adjective,99.8,99
after,Preposition,0.64,Preposition.Conjunction.Adverb.Adjective.Noun,22113.11967.568.110.7,22113
afterbirth,Noun,1,Noun,5,5
afterburner,Noun,1,Noun,2,2
afterburners,Noun,1,Noun,3,3
aftercare,Noun,1,Noun,5,5
afterdeck,Noun,1,Noun,2,2
aftereffect,Noun,0.67,Noun.Verb,2.1,2
aftereffects,Noun,1,Noun,7,7
afterglow,Noun,0.81,Noun.Verb.Name,13.2.1,13
afterimage,Noun,1,Noun,2,2
afterlife,Noun,1,Noun,82,82
aftermarket,Noun,1,Noun,2,2
aftermast,Noun,1,Noun,1,1
aftermath,Noun,1,Noun,53,53
aftermaths,Noun,1,Noun,1,1
afternight,Noun,1,Noun,2,2
afternoon,Noun,1,Noun,4660,4660
afternoons,Noun,1,Noun,101,101
afters,Noun,1,Noun,3,3
afterschool,Noun,0.8,Noun.Name,4.1,4
aftershave,Noun,0.93,Noun.Verb,50.4,50
aftershaves,Noun,1,Noun,1,1
aftershock,Noun,0.83,Noun.Verb,10.2,10
aftershocks,Noun,1,Noun,1,1
aftertaste,Noun,1,Noun,11,11
afterthought,Noun,1,Noun,13,13
afterthoughts,Noun,1,Noun,2,2
afterward,Adverb,0.96,Adverb.Adjective,106.4,106
afterwards,Adverb,1,Adverb,713,713
afterwords,Noun,1,Noun,2,2
afterwork,Noun,1,Noun,1,1
afterworld,Noun,1,Noun,1,1
ag,Unclassified,0.92,Unclassified.Noun.Verb,46.3.1,46
aga,Name,0.57,Name.Noun,4.3,4
again,Adverb,1,Adverb,40358,40358
against,Preposition,1,Preposition,10284,10284
agal,Adjective,1,Adjective,4,4
agamemnon,Name,0.64,Name.Noun,46.26,46
agapanthus,Unclassified,1,Unclassified,3,3
agar,Name,1,Name,1,1
agarose,Noun,1,Noun,1,1
agata,Name,0.73,Name.Noun,8.3,8
agate,Noun,1,Noun,2,2
agates,Noun,1,Noun,1,1
agave,Verb,0.5,Verb.Noun,1.1,1
age,Noun,0.97,Noun.Verb,3914.114,3914
aged,Verb,0.49,Verb.Adjective.Preposition,89.58.35,89
agee,Name,0.69,Name.Noun,11.5,11
ageing,Adjective,0.59,Adjective.Verb,10.7,10
ageism,Noun,1,Noun,12,12
ageist,Noun,1,Noun,4,4
ageless,Adjective,1,Adjective,15,15
agen,Noun,1,Noun,1,1
agencies,Noun,1,Noun,164,164
agency,Noun,1,Noun,988,988
agenda,Noun,1,Noun.Name,372.1,372
agendas,Noun,1,Noun,21,21
agent,Noun,1,Noun.Name,5209.2,5209
agenting,Adjective,1,Adjective,1,1
agents,Noun,1,Noun,1072,1072
ager,Noun,1,Noun,1,1
ageratum,Noun,1,Noun,1,1
ages,Noun,0.96,Noun.Verb,543.21,543
aggie,Name,0.62,Name.Noun,64.4,64
aggies,Name,0.67,Name.Noun,2.1,2
agglutinate,Verb,1,Verb,1,1
agglutinin,Noun,1,Noun,1,1
aggrandize,Verb,1,Verb,1,1
aggrandizement,Noun,1,Noun,1,1
aggrandizing,Verb,1,Verb,1,1
aggravate,Verb,1,Verb,37,37
aggravated,Adjective,0.49,Adjective.Verb.Name,31.30.2,31
aggravates,Verb,1,Verb,9,9
aggravating,Verb,0.75,Verb.Adjective.Noun,18.5.1,18
aggravation,Noun,1,Noun,59,59
aggregate,Noun,0.5,Noun.Adjective.Verb,5.4.1,5
aggregating,Verb,1,Verb,2,2
aggregation,Noun,1,Noun,2,2
aggress,Verb,1,Verb,2,2
aggressed,Verb,1,Verb,1,1
aggresses,Verb,1,Verb,2,2
aggression,Noun,1,Noun,143,143
aggressions,Noun,1,Noun,4,4
aggressive,Adjective,1,Adjective,405,405
aggressively,Adverb,1,Adverb,35,35
aggressiveness,Noun,1,Noun,20,20
aggressor,Noun,1,Noun,29,29
aggressors,Noun,1,Noun,15,15
aggrieved,Adjective,1,Adjective,10,10
aggro,Noun,1,Noun,1,1
agha,Name,1,Name,1,1
aghast,Adjective,1,Adjective,7,7
agile,Adjective,1,Adjective,20,20
agility,Noun,1,Noun,23,23
agin,Noun,1,Noun,21,21
aging,Adjective,0.44,Adjective.Noun.Verb,58.46.27,58
agist,Noun,1,Noun,1,1
agists,Noun,1,Noun,1,1
agit,Noun,1,Noun,1,1
agitate,Verb,1,Verb,22,22
agitated,Adjective,0.54,Adjective.Verb,69.59,69
agitates,Verb,1,Verb,6,6
agitating,Verb,0.57,Verb.Adjective.Name,4.2.1,4
agitation,Noun,1,Noun,25,25
agitato,Noun,1,Noun,3,3
agitator,Noun,1,Noun,11,11
agitators,Noun,1,Noun,13,13
agitprop,Noun,1,Noun,1,1
aglet,Noun,1,Noun,1,1
aglow,Adjective,1,Adjective,24,24
agnate,Noun,0.6,Noun.Verb.Adjective,3.1.1,3
agnates,Noun,1,Noun,4,4
agnosia,Noun,1,Noun,1,1
agnostic,Noun,0.58,Noun.Adjective,11.8,11
ago,Adverb,1,Adverb,14578,14578
agog,Adjective,1,Adjective,6,6
agonal,Adjective,1,Adjective,5,5
agonies,Noun,1,Noun,12,12
agonised,Verb,0.5,Verb.Adjective,2.2,2
agonising,Adjective,0.86,Adjective.Verb,6.1,6
agonist,Noun,1,Noun,1,1
agonize,Verb,1,Verb,5,5
agonized,Verb,0.67,Verb.Adjective.Name,8.3.1,8
agonizing,Adjective,0.81,Adjective.Verb.Noun,29.5.2,29
agony,Noun,1,Noun,191,191
agora,Noun,1,Noun,1,1
agoraphobia,Noun,1,Noun,7,7
agoraphobiac,Noun,1,Noun,2,2
agoraphobic,Adjective,0.88,Adjective.Name,7.1,7
agoraphobics,Noun,1,Noun,1,1
agoras,Noun,1,Noun,1,1
agos,Noun,1,Noun,2,2
agr,Verb,1,Verb,1,1
agrarian,Adjective,1,Adjective,8,8
agreat,Verb,1,Verb,1,1
agree,Verb,1,Verb,3299,3299
agreeable,Adjective,1,Adjective,81,81
agreeably,Adverb,1,Adverb,3,3
agreed,Verb,1,Verb.Adjective,1825.8,1825
agreeing,Verb,0.98,Verb.Noun,104.2,104
agreement,Noun,1,Noun,887,887
agreements,Noun,1,Noun,42,42
agrees,Verb,1,Verb,219,219
agrement,Noun,1,Noun,1,1
agrestic,Noun,0.67,Noun.Adjective,14.7,14
agribusiness,Noun,1,Noun,7,7
agricultural,Adjective,1,Adjective,48,48
agriculturalist,Noun,1,Noun,2,2
agriculture,Noun,1,Noun,56,56
agricultures,Noun,1,Noun,1,1
aground,Adverb,1,Adverb,25,25
agt,#N/A,#N/A,#N/A,#N/A,#N/A
agua,Name,0.76,Name.Noun,22.7,22
aguacate,Noun,1,Noun,1,1
aguardiente,Noun,1,Noun,4,4
ague,Noun,1,Noun,2,2
aguinaldo,Name,1,Name,1,1
agura,Noun,1,Noun,2,2
agust,#N/A,#N/A,#N/A,#N/A,#N/A
agy,Noun,1,Noun,1,1
ah,Interjection,1,Interjection,10471,10471
aha,Interjection,1,Interjection,357,357
ahab,Name,0.71,Name.Verb.Noun,29.9.3,29
ahchoo,Noun,0.83,Noun.Name,10.2,10
ahead,Adverb,0.9,Adverb.Preposition,9061.1041,9061
ahem,Interjection,1,Interjection,387,387
ahi,Noun,0.85,Noun.Name.Adjective,11.1.1,11
aho,Noun,0.8,Noun.Name,4.1,4
ahold,Noun,1,Noun,306,306
ahorse,Verb,1,Verb,1,1
ahoy,Noun,0.93,Noun.Name,175.13,175
ahs,Noun,1,Noun,4,4
ahu,Noun,1,Noun,4,4
ai,Unclassified,0.99,Unclassified.Noun.Name,21982.173.2,21982
aid,Noun,0.85,Noun.Verb.Preposition.Name,604.95.8.1,604
aidable,Adjective,1,Adjective,1,1
aide,Noun,1,Noun,103,103
aided,Verb,1,Verb,33,33
aider,Noun,1,Noun,1,1
aides,Noun,1,Noun,32,32
aiding,Verb,1,Verb,54,54
aids,Noun,0.95,Noun.Verb,52.3,52
aikido,Noun,1,Noun,4,4
ail,Verb,1,Verb,11,11
ailed,Verb,1,Verb,2,2
aileron,Noun,1,Noun,1,1
ailerons,Noun,1,Noun,4,4
ailing,Adjective,0.73,Adjective.Verb,19.7,19
ailment,Noun,1,Noun,26,26
ailments,Noun,1,Noun,31,31
ails,Verb,1,Verb,39,39
aim,Verb,0.68,Verb.Noun,503.24,503
aimed,Verb,0.98,Verb.Adjective,97.2,97
aimer,Noun,1,Noun,3,3
aiming,Verb,1,Verb,193,193
aimless,Adjective,1,Adjective,14,14
aimlessly,Adverb,1,Adverb,21,21
aims,Verb,0.63,Verb.Noun,37.22,37
ain,Noun,0.49,Noun.Verb.Name,82.80.7,82
aint,#N/A,#N/A,#N/A,#N/A,#N/A
ainu,Noun,1,Noun,3,3
aioli,Noun,1,Noun,1,1
air,Noun,1,Noun.Verb.Name,7043.27.3,7043
airbag,Noun,1,Noun,20,20
airbags,Noun,0.88,Noun.Verb,7.1,7
airbase,Noun,1,Noun,5,5
airboat,Noun,1,Noun,4,4
airborne,Adjective,1,Adjective,215,215
airbrush,Noun,0.67,Noun.Verb,6.3,6
airbrushed,Verb,0.88,Verb.Adjective,7.1,7
airbrushing,Verb,0.5,Verb.Noun,1.1,1
airburst,Verb,0.5,Verb.Noun,1.1,1
aircraft,Noun,1,Noun,482,482
aircrafts,Noun,1,Noun,11,11
aircraftsman,Noun,1,Noun,1,1
aircrew,Verb,0.67,Verb.Noun,2.1,2
airdate,Noun,1,Noun,1,1
airdrome,Noun,1,Noun,2,2
airdromes,Noun,1,Noun,1,1
airdrop,Noun,1,Noun,1,1
aire,Noun,1,Noun,1,1
aired,Verb,1,Verb,45,45
airedale,Name,0.83,Name.Verb,5.1,5
airedales,Name,1,Name,1,1
airfare,Noun,0.67,Noun.Verb.Name,8.3.1,8
airfares,Noun,1,Noun,2,2
airfield,Noun,1,Noun,118,118
airfields,Noun,1,Noun,7,7
airflow,Noun,0.71,Noun.Verb,5.2,5
airfoil,Noun,1,Noun,1,1
